Model,NDCG@5,Recall@5,NDCG@10,Recall@10,NDCG@20,Recall@20,NDCG@50,Recall@50,MAP@20,Coverage@20,Mean recommendation popularity@20,Europe wide Exposure@20,Europe wide CatalogueGap@20,Europe wide InteractionGap@20,Europe wide RelevantTestGap@20,Europe wide PACPG@20,EU27 Exposure@20,EU27 CatalogueGap@20,EU27 InteractionGap@20,EU27 RelevantTestGap@20,EU27 PACPG@20,US origin Exposure@20,US origin CatalogueGap@20,US origin InteractionGap@20,US origin RelevantTestGap@20,US origin PACPG@20,Non-English Exposure@20,Non-English CatalogueGap@20,Non-English InteractionGap@20,Non-English RelevantTestGap@20,Non-English PACPG@20,Long-tail 20 Exposure@20,Long-tail 20 CatalogueGap@20,Long-tail 20 InteractionGap@20,Long-tail 20 RelevantTestGap@20,Long-tail 20 PACPG@20,Blockbuster-head Exposure@20,Blockbuster-head CatalogueGap@20,Blockbuster-head InteractionGap@20,Blockbuster-head RelevantTestGap@20,Blockbuster-head PACPG@20,Spain-origin Exposure@20,Spain-origin CatalogueGap@20,Spain-origin InteractionGap@20,Spain-origin RelevantTestGap@20,Spain-origin PACPG@20,Spanish-language Exposure@20,Spanish-language CatalogueGap@20,Spanish-language InteractionGap@20,Spanish-language RelevantTestGap@20,Spanish-language PACPG@20,European Spanish-language Exposure@20,European Spanish-language CatalogueGap@20,European Spanish-language InteractionGap@20,European Spanish-language RelevantTestGap@20,European Spanish-language PACPG@20,variant,lambda
Hybrid rerank europe lambda=0.9,0.07615985685681846,0.03973007315612154,0.06926325747955049,0.05089499734627072,0.06793169643276459,0.06417348034355243,0.07589348144899065,0.09060570184955564,0.030952665344472753,0.11795092552733534,10364.391875,0.9999999999999999,0.693037474305592,0.7786068005771657,0.7994058167212755,0.7994058167212755,0.6105880196972849,0.40598147355276376,0.4937772390828786,0.5104873502916394,0.5104873502916394,0.8440522850381129,0.17979254751637153,-0.061338155299804464,-0.08457371882556841,-0.08869291371588839,0.043942443808683944,-0.14168977039044112,0.00046395718886119153,0.008723619949723205,0.008723619949723205,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9801557264356596,0.6923783585971524,0.012444901540629716,-0.004422518104573059,-0.018855577755749198,0.010476676516270454,-0.010078849757908643,0.0027798227837174325,0.004158557567382427,0.004158557567382427,0.042767057350292376,0.014200146476946042,0.021163611502992095,0.025726750098668965,0.020945808855589523,0.042767057350292376,0.025953690987566398,0.03448927006077512,0.03622285539807563,0.03622285539807563,europe,0.9
Hybrid rerank europe lambda=1.0,0.07615985685681846,0.03973007315612154,0.06926325747955049,0.05089499734627072,0.06793169643276459,0.06417348034355243,0.07589348144899065,0.09060570184955564,0.030952665344472753,0.11795092552733534,10364.391875,0.9999999999999999,0.693037474305592,0.7786068005771657,0.7994058167212755,0.7994058167212755,0.6105880196972849,0.40598147355276376,0.4937772390828786,0.5104873502916394,0.5104873502916394,0.8440522850381129,0.17979254751637153,-0.061338155299804464,-0.08457371882556841,-0.08869291371588839,0.043942443808683944,-0.14168977039044112,0.00046395718886119153,0.008723619949723205,0.008723619949723205,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9801557264356596,0.6923783585971524,0.012444901540629716,-0.004422518104573059,-0.018855577755749198,0.010476676516270454,-0.010078849757908643,0.0027798227837174325,0.004158557567382427,0.004158557567382427,0.042767057350292376,0.014200146476946042,0.021163611502992095,0.025726750098668965,0.020945808855589523,0.042767057350292376,0.025953690987566398,0.03448927006077512,0.03622285539807563,0.03622285539807563,europe,1.0
Hybrid rerank non_english lambda=0.0,0.13922836934187044,0.08358488776581259,0.14567004126401875,0.13628166209365708,0.16682063943099146,0.21088323713025672,0.1991697035626473,0.3048644964305533,0.07909270935752995,0.2767972449418855,19966.405,0.18228919761884768,-0.12467332807556017,-0.03910400180398649,-0.018304985659876677,-0.018304985659876677,0.10703891125077297,-0.0975676348937482,-0.009771869363633334,0.006938241845127369,0.006938241845127369,0.9705390059298499,0.3062792684081085,0.0651485655919325,0.04191300206616855,0.03779380717584857,0.013166708910002456,-0.1724655052891226,-0.030311777709820298,-0.022052114948958285,-0.022052114948958285,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9982028687907529,0.7104255009522455,0.03049204389572302,0.013624624250520245,-0.0008084354006558936,0.0023021180955816096,-0.018253408178597486,-0.005394735636971413,-0.004016000853306417,-0.004016000853306417,0.018937822978796693,-0.00962908789454964,-0.002665622868503588,0.0018975157271732823,-0.00288342551590616,0.005041380176611516,-0.011771986186114462,-0.003236407112905745,-0.0015028217756052282,-0.0015028217756052282,non_english,0.0
Hybrid rerank non_english lambda=0.1,0.1325937639192139,0.08087888388098242,0.1415467093478967,0.13521833012221868,0.16350672231146604,0.20841730505003322,0.19336909575874495,0.29423398355870484,0.07740829845470876,0.2720619888075764,19162.524,0.23685921625937748,-0.07010330943503038,0.015466016836543306,0.03626503298065312,0.03626503298065312,0.17426184943131548,-0.030344696713205693,0.05745106881690917,0.07416118002566988,0.07416118002566988,0.8537653613642207,0.18950562384247926,-0.051625078973696725,-0.07486064249946067,-0.07897983738978065,0.14841303920648513,-0.037219174992639936,0.10493455258666237,0.11319421534752439,0.11319421534752439,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9981641580141257,0.7103867901756185,0.030453333119095816,0.013585913473893041,-0.0008471461772830979,0.017419265254159152,-0.0031362610200199453,0.00972241152160613,0.011101146305271124,0.011101146305271124,0.025120927537883243,-0.003445983335463091,0.0035174816905829617,0.008080620286259832,0.0032996790431803896,0.012920861459485377,-0.0038925049032406,0.0046430741699681165,0.006376659507268633,0.006376659507268633,non_english,0.1
Hybrid rerank non_english lambda=0.2,0.10686023590879172,0.07361760745639355,0.11022076426044994,0.10681941380610263,0.12286110541562628,0.14789598969252155,0.15163199590143908,0.23120176261901157,0.05971170815028386,0.20964270340077487,13968.241,0.3997257840576699,0.09276325836326205,0.17833258463483573,0.19913160077894554,0.19913160077894554,0.3633349725607028,0.15872842641618162,0.2465241919462965,0.2632343031550572,0.2632343031550572,0.513978610733142,-0.1502811267885994,-0.3914118296047754,-0.41464739313053933,-0.4187665880208593,0.5370571650227624,0.3514249508236373,0.4935786784029396,0.5018383411638017,0.5018383411638017,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9873309878706809,0.6995536200321735,0.019620162975650945,0.0027527433304481708,-0.011680316320727968,0.06488129342710854,0.044325767152929435,0.057184439694555514,0.05856317447822051,0.05856317447822051,0.055383526448241606,0.026816615574895272,0.03378008060094133,0.03834321919661819,0.03356227795353875,0.04152883853210596,0.024715472169379984,0.0332510512425887,0.03498463657988922,0.03498463657988922,non_english,0.2
Hybrid rerank non_english lambda=0.3,0.06195649720014156,0.03876028799296038,0.06390344060694308,0.058033029165830835,0.06790474637765381,0.07334342661782439,0.08689534815461625,0.1297386262429132,0.03204750495938161,0.1308652604390874,8298.489875,0.532175422456972,0.22521289676256417,0.31078222303413783,0.33158123917824767,0.33158123917824767,0.51804573859563,0.3134391924511088,0.40123495798122366,0.41794506918998436,0.41794506918998436,0.24951478524709117,-0.41474495227465025,-0.6558756550908262,-0.6791112186165902,-0.6832304135069102,0.8463297572305337,0.6606975430314086,0.8028512706107109,0.811110933371573,0.811110933371573,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9736824491682348,0.6859050813297274,0.005971624273204856,-0.010895795371997918,-0.025328855023174057,0.10569520972308757,0.08513968344890847,0.09799835599053455,0.09937709077419955,0.09937709077419955,0.08722568328970351,0.058658772416357176,0.06562223744240323,0.0701853760380801,0.06540443479500066,0.06862760187067984,0.05181423550795387,0.060349814581162585,0.0620833999184631,0.0620833999184631,non_english,0.3
Hybrid rerank non_english lambda=0.4,0.032889647625692894,0.019074320197724846,0.03241043751150865,0.025415171880656288,0.035357290352155346,0.03666880807919742,0.044730402290604036,0.06507216600745441,0.015807783791466804,0.07275075333620319,5730.964875,0.5845004838226818,0.277537958128274,0.36310728439984763,0.38390630054395747,0.38390630054395747,0.5781038272143781,0.37349728106985697,0.46129304659997183,0.47800315780873254,0.47800315780873254,0.1472736019052673,-0.5169861356164741,-0.7581168384326501,-0.781352401958414,-0.785471596848734,0.9650633404565412,0.7794311262574161,0.9215848538367184,0.9298445165975805,0.9298445165975805,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9678159052002699,0.6800385373617626,0.00010508030524003509,-0.01676233933996274,-0.03119539899113888,0.11832117710766568,0.09776565083348658,0.11062432337511266,0.11200305815877766,0.11200305815877766,0.09812955378953053,0.06956264291618419,0.07652610794223025,0.08108924653790713,0.07630830529482768,0.07655442591184919,0.05974105954912321,0.06827663862233192,0.07001022395963244,0.07001022395963244,non_english,0.4
Hybrid rerank non_english lambda=0.5,0.022828757527423055,0.012526701150105799,0.02086079353744049,0.014783137248621651,0.02100002800117032,0.019415851716973322,0.026002633739130095,0.035589389070208505,0.008577462604798868,0.04950495049504951,5036.717125,0.5961392128558692,0.2891766871614614,0.37474601343303504,0.3955450295771449,0.3955450295771449,0.5935353040228243,0.3889287578783031,0.476724523408418,0.4934346346171787,0.4934346346171787,0.12231152122674598,-0.5419482162949955,-0.7830789191111714,-0.8063144826369354,-0.8104336775272554,0.9939023164047791,0.808270102205654,0.9504238297849563,0.9586834925458184,0.9586834925458184,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9661000490457948,0.6783226812072876,-0.0016107758492350799,-0.018478195494437855,-0.03291125514561399,0.12121575407295535,0.10066022779877624,0.11351890034040232,0.11489763512406732,0.11489763512406732,0.10071272033879562,0.0721458094654493,0.07910927449149534,0.08367241308717221,0.07889147184409277,0.07862015059460015,0.06180678423187417,0.07034236330508288,0.0720759486423834,0.0720759486423834,non_english,0.5
Hybrid rerank non_english lambda=0.6,0.019037785235611022,0.008264796388201037,0.017284004544162176,0.010164089629574033,0.017044599943773962,0.013606327907449511,0.020637451338658463,0.026604611166952345,0.00661420811440622,0.039603960396039604,4854.53675,0.5984673480164467,0.2915048223220389,0.37707414859361255,0.3978731647377224,0.3978731647377224,0.596590661812842,0.39198411566832086,0.47977988119843573,0.49648999240719643,0.49648999240719643,0.1170192950152801,-0.5472404425064613,-0.7883711453226373,-0.8116067088484012,-0.8157259037387212,0.9997367185475273,0.8141045043484023,0.9562582319277045,0.9645178946885666,0.9645178946885666,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9656943408036023,0.6779169729650949,-0.0020164840914276283,-0.018883903736630403,-0.03331696338780654,0.12177175421474987,0.10121622794057077,0.11407490048219684,0.11545363526586185,0.11545363526586185,0.10116536102263597,0.07259845014928965,0.07956191517533569,0.08412505377101256,0.07934411252793312,0.07881408836239907,0.062000721999673096,0.07053630107288181,0.07226988641018232,0.07226988641018232,non_english,0.6
Hybrid rerank non_english lambda=0.7,0.019037785235611022,0.008264796388201037,0.017284004544162176,0.010164089629574033,0.016895906961951358,0.01335632790744951,0.01942172108345855,0.021985563547904725,0.006593374781072886,0.0383125269048644,4838.96125,0.5986355949307669,0.29167306923635905,0.3772423955079327,0.39804141165204254,0.39804141165204254,0.5967589087271622,0.392152362582641,0.4799481281127559,0.4966582393215166,0.4966582393215166,0.11684032258588058,-0.5474194149358608,-0.7885501177520368,-0.8117856812778007,-0.8159048761681207,0.9999999999999999,0.8143677858008749,0.9565215133801771,0.9647811761410392,0.9647811761410392,0.0,-0.0209771780951879,0.0,0.0,0.0,0.965692777101424,0.6779154092629167,-0.002018047793605926,-0.0188854674388087,-0.03331852708998484,0.12193487697253431,0.10137935069835521,0.11423802323998129,0.1156167580236463,0.1156167580236463,0.10132848378042042,0.07276157290707408,0.07972503793312014,0.08428817652879701,0.07950723528571757,0.07889636539231272,0.06208299902958674,0.07061857810279545,0.07235216344009597,0.07235216344009597,non_english,0.7
Hybrid rerank non_english lambda=0.8,0.019037785235611022,0.008264796388201037,0.017284004544162176,0.010164089629574033,0.016895906961951358,0.01335632790744951,0.01942172108345855,0.021985563547904725,0.006593374781072886,0.0383125269048644,4838.96125,0.5986355949307669,0.29167306923635905,0.3772423955079327,0.39804141165204254,0.39804141165204254,0.5967589087271622,0.392152362582641,0.4799481281127559,0.4966582393215166,0.4966582393215166,0.11684032258588058,-0.5474194149358608,-0.7885501177520368,-0.8117856812778007,-0.8159048761681207,0.9999999999999999,0.8143677858008749,0.9565215133801771,0.9647811761410392,0.9647811761410392,0.0,-0.0209771780951879,0.0,0.0,0.0,0.965692777101424,0.6779154092629167,-0.002018047793605926,-0.0188854674388087,-0.03331852708998484,0.12193487697253431,0.10137935069835521,0.11423802323998129,0.1156167580236463,0.1156167580236463,0.10132848378042042,0.07276157290707408,0.07972503793312014,0.08428817652879701,0.07950723528571757,0.07889636539231272,0.06208299902958674,0.07061857810279545,0.07235216344009597,0.07235216344009597,non_english,0.8
Hybrid rerank non_english lambda=0.9,0.019037785235611022,0.008264796388201037,0.017284004544162176,0.010164089629574033,0.016895906961951358,0.01335632790744951,0.01942172108345855,0.021985563547904725,0.006593374781072886,0.0383125269048644,4838.96125,0.5986355949307669,0.29167306923635905,0.3772423955079327,0.39804141165204254,0.39804141165204254,0.5967589087271622,0.392152362582641,0.4799481281127559,0.4966582393215166,0.4966582393215166,0.11684032258588058,-0.5474194149358608,-0.7885501177520368,-0.8117856812778007,-0.8159048761681207,0.9999999999999999,0.8143677858008749,0.9565215133801771,0.9647811761410392,0.9647811761410392,0.0,-0.0209771780951879,0.0,0.0,0.0,0.965692777101424,0.6779154092629167,-0.002018047793605926,-0.0188854674388087,-0.03331852708998484,0.12193487697253431,0.10137935069835521,0.11423802323998129,0.1156167580236463,0.1156167580236463,0.10132848378042042,0.07276157290707408,0.07972503793312014,0.08428817652879701,0.07950723528571757,0.07889636539231272,0.06208299902958674,0.07061857810279545,0.07235216344009597,0.07235216344009597,non_english,0.9
Hybrid rerank non_english lambda=1.0,0.019037785235611022,0.008264796388201037,0.017284004544162176,0.010164089629574033,0.016895906961951358,0.01335632790744951,0.01942172108345855,0.021985563547904725,0.006593374781072886,0.0383125269048644,4838.96125,0.5986355949307669,0.29167306923635905,0.3772423955079327,0.39804141165204254,0.39804141165204254,0.5967589087271622,0.392152362582641,0.4799481281127559,0.4966582393215166,0.4966582393215166,0.11684032258588058,-0.5474194149358608,-0.7885501177520368,-0.8117856812778007,-0.8159048761681207,0.9999999999999999,0.8143677858008749,0.9565215133801771,0.9647811761410392,0.9647811761410392,0.0,-0.0209771780951879,0.0,0.0,0.0,0.965692777101424,0.6779154092629167,-0.002018047793605926,-0.0188854674388087,-0.03331852708998484,0.12193487697253431,0.10137935069835521,0.11423802323998129,0.1156167580236463,0.1156167580236463,0.10132848378042042,0.07276157290707408,0.07972503793312014,0.08428817652879701,0.07950723528571757,0.07889636539231272,0.06208299902958674,0.07061857810279545,0.07235216344009597,0.07235216344009597,non_english,1.0
Hybrid rerank long_tail lambda=0.0,0.13922836934187044,0.08358488776581259,0.14567004126401875,0.13628166209365708,0.16682063943099146,0.21088323713025672,0.1991697035626473,0.3048644964305533,0.07909270935752995,0.2767972449418855,19966.405,0.18228919761884768,-0.12467332807556017,-0.03910400180398649,-0.018304985659876677,-0.018304985659876677,0.10703891125077297,-0.0975676348937482,-0.009771869363633334,0.006938241845127369,0.006938241845127369,0.9705390059298499,0.3062792684081085,0.0651485655919325,0.04191300206616855,0.03779380717584857,0.013166708910002456,-0.1724655052891226,-0.030311777709820298,-0.022052114948958285,-0.022052114948958285,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9982028687907529,0.7104255009522455,0.03049204389572302,0.013624624250520245,-0.0008084354006558936,0.0023021180955816096,-0.018253408178597486,-0.005394735636971413,-0.004016000853306417,-0.004016000853306417,0.018937822978796693,-0.00962908789454964,-0.002665622868503588,0.0018975157271732823,-0.00288342551590616,0.005041380176611516,-0.011771986186114462,-0.003236407112905745,-0.0015028217756052282,-0.0015028217756052282,long_tail,0.0
Hybrid rerank long_tail lambda=0.1,0.13922836934187044,0.08358488776581259,0.14567004126401875,0.13628166209365708,0.16682063943099146,0.21088323713025672,0.1991697035626473,0.3048644964305533,0.07909270935752995,0.2767972449418855,19966.405,0.18228919761884768,-0.12467332807556017,-0.03910400180398649,-0.018304985659876677,-0.018304985659876677,0.10703891125077297,-0.0975676348937482,-0.009771869363633334,0.006938241845127369,0.006938241845127369,0.9705390059298499,0.3062792684081085,0.0651485655919325,0.04191300206616855,0.03779380717584857,0.013166708910002456,-0.1724655052891226,-0.030311777709820298,-0.022052114948958285,-0.022052114948958285,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9982028687907529,0.7104255009522455,0.03049204389572302,0.013624624250520245,-0.0008084354006558936,0.0023021180955816096,-0.018253408178597486,-0.005394735636971413,-0.004016000853306417,-0.004016000853306417,0.018937822978796693,-0.00962908789454964,-0.002665622868503588,0.0018975157271732823,-0.00288342551590616,0.005041380176611516,-0.011771986186114462,-0.003236407112905745,-0.0015028217756052282,-0.0015028217756052282,long_tail,0.1
Hybrid rerank long_tail lambda=0.2,0.13922836934187044,0.08358488776581259,0.14567004126401875,0.13628166209365708,0.16682063943099146,0.21088323713025672,0.1991697035626473,0.3048644964305533,0.07909270935752995,0.2767972449418855,19966.405,0.18228919761884768,-0.12467332807556017,-0.03910400180398649,-0.018304985659876677,-0.018304985659876677,0.10703891125077297,-0.0975676348937482,-0.009771869363633334,0.006938241845127369,0.006938241845127369,0.9705390059298499,0.3062792684081085,0.0651485655919325,0.04191300206616855,0.03779380717584857,0.013166708910002456,-0.1724655052891226,-0.030311777709820298,-0.022052114948958285,-0.022052114948958285,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9982028687907529,0.7104255009522455,0.03049204389572302,0.013624624250520245,-0.0008084354006558936,0.0023021180955816096,-0.018253408178597486,-0.005394735636971413,-0.004016000853306417,-0.004016000853306417,0.018937822978796693,-0.00962908789454964,-0.002665622868503588,0.0018975157271732823,-0.00288342551590616,0.005041380176611516,-0.011771986186114462,-0.003236407112905745,-0.0015028217756052282,-0.0015028217756052282,long_tail,0.2
Hybrid rerank long_tail lambda=0.3,0.13922836934187044,0.08358488776581259,0.14567004126401875,0.13628166209365708,0.16682063943099146,0.21088323713025672,0.1991697035626473,0.3048644964305533,0.07909270935752995,0.2767972449418855,19966.405,0.18228919761884768,-0.12467332807556017,-0.03910400180398649,-0.018304985659876677,-0.018304985659876677,0.10703891125077297,-0.0975676348937482,-0.009771869363633334,0.006938241845127369,0.006938241845127369,0.9705390059298499,0.3062792684081085,0.0651485655919325,0.04191300206616855,0.03779380717584857,0.013166708910002456,-0.1724655052891226,-0.030311777709820298,-0.022052114948958285,-0.022052114948958285,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9982028687907529,0.7104255009522455,0.03049204389572302,0.013624624250520245,-0.0008084354006558936,0.0023021180955816096,-0.018253408178597486,-0.005394735636971413,-0.004016000853306417,-0.004016000853306417,0.018937822978796693,-0.00962908789454964,-0.002665622868503588,0.0018975157271732823,-0.00288342551590616,0.005041380176611516,-0.011771986186114462,-0.003236407112905745,-0.0015028217756052282,-0.0015028217756052282,long_tail,0.3
Hybrid rerank long_tail lambda=0.4,0.13922836934187044,0.08358488776581259,0.14567004126401875,0.13628166209365708,0.16682063943099146,0.21088323713025672,0.1991697035626473,0.3048644964305533,0.07909270935752995,0.2767972449418855,19966.405,0.18228919761884768,-0.12467332807556017,-0.03910400180398649,-0.018304985659876677,-0.018304985659876677,0.10703891125077297,-0.0975676348937482,-0.009771869363633334,0.006938241845127369,0.006938241845127369,0.9705390059298499,0.3062792684081085,0.0651485655919325,0.04191300206616855,0.03779380717584857,0.013166708910002456,-0.1724655052891226,-0.030311777709820298,-0.022052114948958285,-0.022052114948958285,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9982028687907529,0.7104255009522455,0.03049204389572302,0.013624624250520245,-0.0008084354006558936,0.0023021180955816096,-0.018253408178597486,-0.005394735636971413,-0.004016000853306417,-0.004016000853306417,0.018937822978796693,-0.00962908789454964,-0.002665622868503588,0.0018975157271732823,-0.00288342551590616,0.005041380176611516,-0.011771986186114462,-0.003236407112905745,-0.0015028217756052282,-0.0015028217756052282,long_tail,0.4
Hybrid rerank long_tail lambda=0.5,0.13922836934187044,0.08358488776581259,0.14567004126401875,0.13628166209365708,0.16682063943099146,0.21088323713025672,0.1991697035626473,0.3048644964305533,0.07909270935752995,0.2767972449418855,19966.405,0.18228919761884768,-0.12467332807556017,-0.03910400180398649,-0.018304985659876677,-0.018304985659876677,0.10703891125077297,-0.0975676348937482,-0.009771869363633334,0.006938241845127369,0.006938241845127369,0.9705390059298499,0.3062792684081085,0.0651485655919325,0.04191300206616855,0.03779380717584857,0.013166708910002456,-0.1724655052891226,-0.030311777709820298,-0.022052114948958285,-0.022052114948958285,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9982028687907529,0.7104255009522455,0.03049204389572302,0.013624624250520245,-0.0008084354006558936,0.0023021180955816096,-0.018253408178597486,-0.005394735636971413,-0.004016000853306417,-0.004016000853306417,0.018937822978796693,-0.00962908789454964,-0.002665622868503588,0.0018975157271732823,-0.00288342551590616,0.005041380176611516,-0.011771986186114462,-0.003236407112905745,-0.0015028217756052282,-0.0015028217756052282,long_tail,0.5
Hybrid rerank long_tail lambda=0.6,0.13922836934187044,0.08358488776581259,0.14567004126401875,0.13628166209365708,0.16682063943099146,0.21088323713025672,0.1991697035626473,0.3048644964305533,0.07909270935752995,0.2767972449418855,19966.405,0.18228919761884768,-0.12467332807556017,-0.03910400180398649,-0.018304985659876677,-0.018304985659876677,0.10703891125077297,-0.0975676348937482,-0.009771869363633334,0.006938241845127369,0.006938241845127369,0.9705390059298499,0.3062792684081085,0.0651485655919325,0.04191300206616855,0.03779380717584857,0.013166708910002456,-0.1724655052891226,-0.030311777709820298,-0.022052114948958285,-0.022052114948958285,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9982028687907529,0.7104255009522455,0.03049204389572302,0.013624624250520245,-0.0008084354006558936,0.0023021180955816096,-0.018253408178597486,-0.005394735636971413,-0.004016000853306417,-0.004016000853306417,0.018937822978796693,-0.00962908789454964,-0.002665622868503588,0.0018975157271732823,-0.00288342551590616,0.005041380176611516,-0.011771986186114462,-0.003236407112905745,-0.0015028217756052282,-0.0015028217756052282,long_tail,0.6
Hybrid rerank long_tail lambda=0.7,0.13922836934187044,0.08358488776581259,0.14567004126401875,0.13628166209365708,0.16682063943099146,0.21088323713025672,0.1991697035626473,0.3048644964305533,0.07909270935752995,0.2767972449418855,19966.405,0.18228919761884768,-0.12467332807556017,-0.03910400180398649,-0.018304985659876677,-0.018304985659876677,0.10703891125077297,-0.0975676348937482,-0.009771869363633334,0.006938241845127369,0.006938241845127369,0.9705390059298499,0.3062792684081085,0.0651485655919325,0.04191300206616855,0.03779380717584857,0.013166708910002456,-0.1724655052891226,-0.030311777709820298,-0.022052114948958285,-0.022052114948958285,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9982028687907529,0.7104255009522455,0.03049204389572302,0.013624624250520245,-0.0008084354006558936,0.0023021180955816096,-0.018253408178597486,-0.005394735636971413,-0.004016000853306417,-0.004016000853306417,0.018937822978796693,-0.00962908789454964,-0.002665622868503588,0.0018975157271732823,-0.00288342551590616,0.005041380176611516,-0.011771986186114462,-0.003236407112905745,-0.0015028217756052282,-0.0015028217756052282,long_tail,0.7
Hybrid rerank long_tail lambda=0.8,0.13922836934187044,0.08358488776581259,0.14567004126401875,0.13628166209365708,0.16682063943099146,0.21088323713025672,0.1991697035626473,0.3048644964305533,0.07909270935752995,0.2767972449418855,19966.405,0.18228919761884768,-0.12467332807556017,-0.03910400180398649,-0.018304985659876677,-0.018304985659876677,0.10703891125077297,-0.0975676348937482,-0.009771869363633334,0.006938241845127369,0.006938241845127369,0.9705390059298499,0.3062792684081085,0.0651485655919325,0.04191300206616855,0.03779380717584857,0.013166708910002456,-0.1724655052891226,-0.030311777709820298,-0.022052114948958285,-0.022052114948958285,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9982028687907529,0.7104255009522455,0.03049204389572302,0.013624624250520245,-0.0008084354006558936,0.0023021180955816096,-0.018253408178597486,-0.005394735636971413,-0.004016000853306417,-0.004016000853306417,0.018937822978796693,-0.00962908789454964,-0.002665622868503588,0.0018975157271732823,-0.00288342551590616,0.005041380176611516,-0.011771986186114462,-0.003236407112905745,-0.0015028217756052282,-0.0015028217756052282,long_tail,0.8
Hybrid rerank long_tail lambda=0.9,0.13922836934187044,0.08358488776581259,0.14567004126401875,0.13628166209365708,0.16682063943099146,0.21088323713025672,0.1991697035626473,0.3048644964305533,0.07909270935752995,0.2767972449418855,19966.405,0.18228919761884768,-0.12467332807556017,-0.03910400180398649,-0.018304985659876677,-0.018304985659876677,0.10703891125077297,-0.0975676348937482,-0.009771869363633334,0.006938241845127369,0.006938241845127369,0.9705390059298499,0.3062792684081085,0.0651485655919325,0.04191300206616855,0.03779380717584857,0.013166708910002456,-0.1724655052891226,-0.030311777709820298,-0.022052114948958285,-0.022052114948958285,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9982028687907529,0.7104255009522455,0.03049204389572302,0.013624624250520245,-0.0008084354006558936,0.0023021180955816096,-0.018253408178597486,-0.005394735636971413,-0.004016000853306417,-0.004016000853306417,0.018937822978796693,-0.00962908789454964,-0.002665622868503588,0.0018975157271732823,-0.00288342551590616,0.005041380176611516,-0.011771986186114462,-0.003236407112905745,-0.0015028217756052282,-0.0015028217756052282,long_tail,0.9
Hybrid rerank long_tail lambda=1.0,0.13922836934187044,0.08358488776581259,0.14567004126401875,0.13628166209365708,0.16682063943099146,0.21088323713025672,0.1991697035626473,0.3048644964305533,0.07909270935752995,0.2767972449418855,19966.405,0.18228919761884768,-0.12467332807556017,-0.03910400180398649,-0.018304985659876677,-0.018304985659876677,0.10703891125077297,-0.0975676348937482,-0.009771869363633334,0.006938241845127369,0.006938241845127369,0.9705390059298499,0.3062792684081085,0.0651485655919325,0.04191300206616855,0.03779380717584857,0.013166708910002456,-0.1724655052891226,-0.030311777709820298,-0.022052114948958285,-0.022052114948958285,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9982028687907529,0.7104255009522455,0.03049204389572302,0.013624624250520245,-0.0008084354006558936,0.0023021180955816096,-0.018253408178597486,-0.005394735636971413,-0.004016000853306417,-0.004016000853306417,0.018937822978796693,-0.00962908789454964,-0.002665622868503588,0.0018975157271732823,-0.00288342551590616,0.005041380176611516,-0.011771986186114462,-0.003236407112905745,-0.0015028217756052282,-0.0015028217756052282,long_tail,1.0
Hybrid rerank spain lambda=0.0,0.13922836934187044,0.08358488776581259,0.14567004126401875,0.13628166209365708,0.16682063943099146,0.21088323713025672,0.1991697035626473,0.3048644964305533,0.07909270935752995,0.2767972449418855,19966.405,0.18228919761884768,-0.12467332807556017,-0.03910400180398649,-0.018304985659876677,-0.018304985659876677,0.10703891125077297,-0.0975676348937482,-0.009771869363633334,0.006938241845127369,0.006938241845127369,0.9705390059298499,0.3062792684081085,0.0651485655919325,0.04191300206616855,0.03779380717584857,0.013166708910002456,-0.1724655052891226,-0.030311777709820298,-0.022052114948958285,-0.022052114948958285,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9982028687907529,0.7104255009522455,0.03049204389572302,0.013624624250520245,-0.0008084354006558936,0.0023021180955816096,-0.018253408178597486,-0.005394735636971413,-0.004016000853306417,-0.004016000853306417,0.018937822978796693,-0.00962908789454964,-0.002665622868503588,0.0018975157271732823,-0.00288342551590616,0.005041380176611516,-0.011771986186114462,-0.003236407112905745,-0.0015028217756052282,-0.0015028217756052282,spain,0.0
