Model,NDCG@5,Recall@5,NDCG@10,Recall@10,NDCG@20,Recall@20,NDCG@50,Recall@50,MAP@20,Coverage@20,Mean recommendation popularity@20,Europe wide Exposure@20,Europe wide CatalogueGap@20,Europe wide InteractionGap@20,Europe wide RelevantTestGap@20,Europe wide PACPG@20,EU27 Exposure@20,EU27 CatalogueGap@20,EU27 InteractionGap@20,EU27 RelevantTestGap@20,EU27 PACPG@20,US origin Exposure@20,US origin CatalogueGap@20,US origin InteractionGap@20,US origin RelevantTestGap@20,US origin PACPG@20,Non-English Exposure@20,Non-English CatalogueGap@20,Non-English InteractionGap@20,Non-English RelevantTestGap@20,Non-English PACPG@20,Long-tail 20 Exposure@20,Long-tail 20 CatalogueGap@20,Long-tail 20 InteractionGap@20,Long-tail 20 RelevantTestGap@20,Long-tail 20 PACPG@20,Blockbuster-head Exposure@20,Blockbuster-head CatalogueGap@20,Blockbuster-head InteractionGap@20,Blockbuster-head RelevantTestGap@20,Blockbuster-head PACPG@20,Spain-origin Exposure@20,Spain-origin CatalogueGap@20,Spain-origin InteractionGap@20,Spain-origin RelevantTestGap@20,Spain-origin PACPG@20,Spanish-language Exposure@20,Spanish-language CatalogueGap@20,Spanish-language InteractionGap@20,Spanish-language RelevantTestGap@20,Spanish-language PACPG@20,European Spanish-language Exposure@20,European Spanish-language CatalogueGap@20,European Spanish-language InteractionGap@20,European Spanish-language RelevantTestGap@20,European Spanish-language PACPG@20,variant,lambda
Hybrid rerank spain lambda=0.1,0.13911903485247876,0.08336440358589776,0.1461127401566007,0.13608469677161972,0.16700511582796362,0.21000821461436459,0.19794464499535513,0.30005660429782305,0.07932963969075237,0.27894963409384416,19830.50125,0.2007908331260328,-0.10617169256837505,-0.020602366296801372,0.00019664984730843882,0.00019664984730843882,0.1285195705774408,-0.07608697556708038,0.011708789963034483,0.028418901171795186,0.028418901171795186,0.9506798120161704,0.28642007449442897,0.045289371678252976,0.02205380815248903,0.017934613262169052,0.03370208646539391,-0.15193012773373116,-0.009776400154428842,-0.001516737393566829,-0.001516737393566829,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9985511662130466,0.7107737983745392,0.030840341318016717,0.013972921672813943,-0.00046013797836219616,0.02775833099180782,0.007202804717628724,0.0200614772592548,0.021440212042919793,0.021440212042919793,0.031629935985996824,0.00306302511265049,0.010026490138696543,0.014589628734373413,0.00980868749129397,0.0182692680387325,0.001455901676006524,0.00999148074921524,0.011725066086515757,0.011725066086515757,spain,0.1
Hybrid rerank spain lambda=0.2,0.12529559980545962,0.07906092450512232,0.12978435289349707,0.12083289888803112,0.15105634150607905,0.19099786127818685,0.1840700674345643,0.2847367486171145,0.07177946255483462,0.2458028411536806,17075.326125,0.3796755749225984,0.07271304922819055,0.15828237549976423,0.17908139164387404,0.17908139164387404,0.32429200350699317,0.11968545736247199,0.20748122289258686,0.22419133410134756,0.22419133410134756,0.8192138649480732,0.15495412742633186,-0.08617657538984413,-0.10941213891560808,-0.11353133380592806,0.1531829441041197,-0.03244927009500537,0.10970445748429694,0.11796412024515895,0.11796412024515895,0.0,-0.0209771780951879,0.0,0.0,0.0,0.996417982008726,0.7086406141702186,0.02870715711369609,0.011839737468493317,-0.0025933221826828223,0.257186450155987,0.23663092388180793,0.249489596423434,0.250868331207099,0.250868331207099,0.13495358908367938,0.10638667821033304,0.1133501432363791,0.11791328183205597,0.11313234058897653,0.12533434426188983,0.10852097789916385,0.11705655697237256,0.11879014230967308,0.11879014230967308,spain,0.2
Hybrid rerank spain lambda=0.3,0.08679027032927396,0.057192122053019254,0.0850068341199664,0.08003793850439787,0.10248695804424068,0.12490579202697122,0.152209545017373,0.2676341615584172,0.04683740238625925,0.18682737839001293,11779.29925,0.6690087158126746,0.3620461901182668,0.44761551638984043,0.46841453253395027,0.46841453253395027,0.6381228107970319,0.43351626465251075,0.5213120301826256,0.5380221413913864,0.5380221413913864,0.6384006174844139,-0.025859120037327488,-0.2669898228535035,-0.2902253863792674,-0.2943445812695874,0.29991885049426975,0.11428663629514468,0.256440363874447,0.264700026635309,0.264700026635309,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9845174588179898,0.6967400909794825,0.01680663392295989,-6.0785722242884255e-05,-0.014493845373419023,0.606454393053631,0.5858988667794519,0.598757539321078,0.600136274104743,0.600136274104743,0.2737069127272608,0.24514000185391444,0.2521034668799605,0.25666660547563735,0.2518856642325579,0.26885188866538856,0.2520385223026626,0.2605741013758713,0.26230768671317184,0.26230768671317184,spain,0.3
Hybrid rerank spain lambda=0.4,0.041561610835003066,0.02359741311287773,0.04310482320264836,0.040339718270207964,0.05489437235336985,0.07106083873276668,0.12002062490245806,0.2540288681850124,0.022242010412285594,0.12354713732242789,7584.686125,0.8681793059010158,0.5612167802066079,0.6467861064781816,0.6675851226222914,0.6675851226222914,0.8544277752286393,0.6498212290841181,0.737616994614233,0.7543271058229937,0.7543271058229937,0.5102484488934513,-0.15401128862829006,-0.39514199144446605,-0.41837755497023,-0.42249674986054997,0.4015008571082304,0.21586864290910535,0.3580223704884077,0.36628203324926967,0.36628203324926967,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9710800573072902,0.6833026894687828,0.0033692324122602813,-0.013498187232942493,-0.027931246884118632,0.8430665908669138,0.8225110645927347,0.8353697371343608,0.8367484719180258,0.8367484719180258,0.3548683195076279,0.3263014086342816,0.33326487366032764,0.3378280122560045,0.3330470710129251,0.35301289104175454,0.3361995246790286,0.34473510375223726,0.3464686890895378,0.3464686890895378,spain,0.4
Hybrid rerank spain lambda=0.5,0.019308255514094434,0.009437782542508835,0.018587455440683326,0.015619320036130223,0.025920233106041916,0.03484553704004842,0.10322140425949133,0.2518893848258793,0.009578730150681072,0.07920792079207921,5078.048,0.9587887640436358,0.6518262383492279,0.7373955646208016,0.7581945807649114,0.7581945807649114,0.9539074912801686,0.7493009451356474,0.8370967106657623,0.853806821874523,0.853806821874523,0.45178946386686436,-0.21247027365487703,-0.453600976471053,-0.47683653999681697,-0.48095573488713694,0.442248949285123,0.2566167350859979,0.39877046266530025,0.40703012542616224,0.40703012542616224,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9637772505244567,0.6759998826859495,-0.0039335743705731785,-0.020800994015775953,-0.03523405366695209,0.9503504928420113,0.9297949665678322,0.9426536391094583,0.9440323738931233,0.9440323738931233,0.386164622903187,0.35759771202984064,0.3645611770558867,0.36912431565156356,0.36434337440848413,0.38543563349053644,0.3686222671278105,0.37715784620101916,0.3788914315383197,0.3788914315383197,spain,0.5
Hybrid rerank spain lambda=0.6,0.012168681895368244,0.0034854015901278836,0.01080640204295445,0.008249190166000352,0.013637885158913343,0.017870757584038312,0.09690021361153317,0.2516393848258793,0.00409818728420702,0.04304778303917348,3942.701875,0.9891993323467565,0.6822368066523486,0.7678061329239223,0.7886051490680321,0.7886051490680321,0.9874862852336633,0.7828797390891422,0.870675504619257,0.8873856158280178,0.8873856158280178,0.4317606905556879,-0.2324990469660535,-0.4736297497822295,-0.49686531330799344,-0.5009845081983134,0.4542119245376594,0.26857971033853434,0.4107334379178367,0.41899310067869866,0.41899310067869866,0.0,-0.0209771780951879,0.0,0.0,0.0,0.962152201249453,0.6743748334109456,-0.00555862364557691,-0.022426043290779685,-0.036859102941955824,0.9864659010563035,0.9659103747821244,0.9787690473237505,0.9801477821074155,0.9801477821074155,0.3943591667736419,0.36579225590029557,0.3727557209263416,0.3773188595220185,0.37253791827893906,0.3941714252644835,0.37735805890175755,0.38589363797496623,0.3876272233122668,0.3876272233122668,spain,0.6
Hybrid rerank spain lambda=0.7,0.011744731638776222,0.003235401590127884,0.009417559664268165,0.004665856832667019,0.00944390133750834,0.007642450183963178,0.09597064416385052,0.2516393848258793,0.0032631374412624412,0.025398191993112353,3566.039,0.9962813574073831,0.6893188317129753,0.7748881579845489,0.7956871741286587,0.7956871741286587,0.9961170325545453,0.7915104864100242,0.879306251940139,0.8960163631488998,0.8960163631488998,0.4275375610201931,-0.2367221765015483,-0.4778528793177243,-0.5010884428434883,-0.5052076377338082,0.45658895550333267,0.2709567413042076,0.41311046888350994,0.4213701316443719,0.4213701316443719,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9618602289426229,0.6740828611041156,-0.005850595952407001,-0.022718015597609775,-0.037151075248785914,0.9955313249559778,0.9749757986817987,0.9878344712234248,0.9892132060070898,0.9892132060070898,0.3959514419166726,0.36738453104332625,0.3743479960693723,0.37891113466504917,0.37413019342196974,0.3958705961888018,0.37905722982607587,0.38759280889928455,0.3893263942365851,0.3893263942365851,spain,0.7
Hybrid rerank spain lambda=0.8,0.011744731638776222,0.003235401590127884,0.009417559664268165,0.004665856832667019,0.00876366499130521,0.0060234025649155585,0.09580450416539552,0.2516393848258793,0.0031703547366376313,0.019801980198019802,3479.88975,0.997864598172427,0.6909020724780192,0.7764713987495928,0.7972704148937027,0.7972704148937027,0.9977824357460079,0.7931758896014867,0.8809716551316016,0.8976817663403622,0.8976817663403622,0.42678443372889957,-0.23747530379284182,-0.4786060066090178,-0.5018415701347818,-0.5059607650251017,0.45700739999574175,0.2713751857966167,0.413528913375919,0.421788576136781,0.421788576136781,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9618557629409247,0.6740783951024174,-0.005855061954105234,-0.02272248159930801,-0.03715554125048415,0.9971967281474405,0.9766412018732614,0.9894998744148875,0.9908786091985525,0.9908786091985525,0.39621196684640025,0.3676450559730539,0.37460852099909997,0.37917165959477683,0.3743907183516974,0.39621196684640025,0.3793986004836743,0.387934179556883,0.38966776489418353,0.38966776489418353,spain,0.8
Hybrid rerank spain lambda=0.9,0.011744731638776222,0.003235401590127884,0.009417559664268165,0.004665856832667019,0.00876366499130521,0.0060234025649155585,0.09577740755151602,0.2516393848258793,0.0031703547366376313,0.019801980198019802,3479.88975,0.997864598172427,0.6909020724780192,0.7764713987495928,0.7972704148937027,0.7972704148937027,0.9977824357460079,0.7931758896014867,0.8809716551316016,0.8976817663403622,0.8976817663403622,0.42678443372889957,-0.23747530379284182,-0.4786060066090178,-0.5018415701347818,-0.5059607650251017,0.45700739999574175,0.2713751857966167,0.413528913375919,0.421788576136781,0.421788576136781,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9618557629409247,0.6740783951024174,-0.005855061954105234,-0.02272248159930801,-0.03715554125048415,0.9971967281474405,0.9766412018732614,0.9894998744148875,0.9908786091985525,0.9908786091985525,0.39621196684640025,0.3676450559730539,0.37460852099909997,0.37917165959477683,0.3743907183516974,0.39621196684640025,0.3793986004836743,0.387934179556883,0.38966776489418353,0.38966776489418353,spain,0.9
Hybrid rerank spain lambda=1.0,0.011744731638776222,0.003235401590127884,0.009417559664268165,0.004665856832667019,0.00876366499130521,0.0060234025649155585,0.09577588560982722,0.2516393848258793,0.0031703547366376313,0.019801980198019802,3479.88975,0.997864598172427,0.6909020724780192,0.7764713987495928,0.7972704148937027,0.7972704148937027,0.9977824357460079,0.7931758896014867,0.8809716551316016,0.8976817663403622,0.8976817663403622,0.42678443372889957,-0.23747530379284182,-0.4786060066090178,-0.5018415701347818,-0.5059607650251017,0.45700739999574175,0.2713751857966167,0.413528913375919,0.421788576136781,0.421788576136781,0.0,-0.0209771780951879,0.0,0.0,0.0,0.9618557629409247,0.6740783951024174,-0.005855061954105234,-0.02272248159930801,-0.03715554125048415,0.9971967281474405,0.9766412018732614,0.9894998744148875,0.9908786091985525,0.9908786091985525,0.39621196684640025,0.3676450559730539,0.37460852099909997,0.37917165959477683,0.3743907183516974,0.39621196684640025,0.3793986004836743,0.387934179556883,0.38966776489418353,0.38966776489418353,spain,1.0
